%	Date:	2006-06-01	Time:	02:03:13
%	Sampling frequency		[Hz]:	199000
%	Generator amplitude		[V]:	0.21400
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[EU RMS]	[EU RMS]	[EU RMS]	[EU RMS]
2.0000E+1	2.4812E+1	7.0148E+0	2.5265E-2	6.5193E-4	2.8733E-5	3.4577E-5	1.3228E-5
2.0706E+1	2.4815E+1	6.7813E+0	2.5815E-2	6.6644E-4	2.7012E-5	3.3149E-5	7.6188E-6
2.1438E+1	2.4818E+1	6.5559E+0	2.5667E-2	6.6324E-4	2.2046E-5	2.3552E-5	2.6449E-6
2.2195E+1	2.4821E+1	6.3376E+0	3.0718E-2	7.9354E-4	3.4079E-5	2.5460E-5	3.4710E-6
2.2979E+1	2.4824E+1	6.1267E+0	3.4500E-2	8.9166E-4	2.9036E-5	2.5248E-5	7.8886E-6
2.3791E+1	2.4827E+1	5.9228E+0	1.9592E-2	5.0528E-4	2.5682E-5	2.9945E-5	6.7186E-6
2.4631E+1	2.4830E+1	5.7259E+0	3.8767E-2	1.0019E-3	2.6612E-5	3.5451E-5	1.0441E-6
2.5501E+1	2.4832E+1	5.5354E+0	1.3949E-2	3.5951E-4	2.5874E-5	1.6358E-5	6.0611E-6
2.6402E+1	2.4834E+1	5.3512E+0	1.8966E-2	4.8964E-4	2.6978E-5	1.6580E-5	1.3853E-6
2.7334E+1	2.4836E+1	5.1732E+0	3.6419E-2	9.4135E-4	2.8912E-5	2.6203E-5	1.5525E-6
2.8300E+1	2.4839E+1	5.0013E+0	2.3521E-2	6.0695E-4	2.8989E-5	2.5835E-5	1.9001E-5
2.9299E+1	2.4841E+1	4.8348E+0	2.5371E-2	6.4895E-4	3.2451E-5	2.2623E-5	9.0390E-5
3.0334E+1	2.4842E+1	4.6740E+0	2.5056E-2	6.3699E-4	3.2804E-5	2.8975E-5	1.1227E-4
3.1406E+1	2.4844E+1	4.5186E+0	2.4288E-2	6.2502E-4	3.6162E-5	2.1024E-5	4.9224E-5
3.2515E+1	2.4846E+1	4.3681E+0	2.4790E-2	6.4014E-4	3.2157E-5	2.1647E-5	4.0525E-6
3.3664E+1	2.4848E+1	4.2228E+0	2.4087E-2	6.2164E-4	3.6091E-5	2.3322E-5	5.3258E-6
3.4853E+1	2.4849E+1	4.0828E+0	2.4252E-2	6.2598E-4	3.9694E-5	1.1170E-5	8.8260E-6
3.6084E+1	2.4851E+1	3.9472E+0	2.4340E-2	6.2574E-4	3.4342E-5	6.1649E-5	2.0638E-6
3.7358E+1	2.4852E+1	3.8150E+0	2.4881E-2	6.2783E-4	2.8382E-5	1.3936E-4	4.6436E-6
3.8678E+1	2.4854E+1	3.6889E+0	2.4623E-2	6.2612E-4	2.8780E-5	1.1368E-4	7.3261E-6
4.0044E+1	2.4854E+1	3.5638E+0	2.4074E-2	6.2145E-4	3.0380E-5	2.6406E-5	9.2316E-6
4.1458E+1	2.4856E+1	3.4474E+0	2.4262E-2	6.2650E-4	3.1566E-5	2.1365E-5	4.3837E-6
4.2923E+1	2.4857E+1	3.3281E+0	2.3839E-2	6.1561E-4	2.6889E-5	2.4908E-5	5.4514E-6
4.4439E+1	2.4858E+1	3.2292E+0	2.4020E-2	6.2031E-4	2.7046E-5	2.5018E-5	1.3180E-6
4.6009E+1	2.4859E+1	3.1231E+0	2.4075E-2	6.2209E-4	1.9037E-5	2.2459E-5	7.9934E-6
4.7634E+1	2.4861E+1	3.0046E+0	2.4321E-2	6.2059E-4	9.4685E-5	1.7180E-5	3.9057E-5
4.9316E+1	2.4862E+1	2.9151E+0	2.5295E-2	6.2949E-4	1.4561E-4	1.9957E-5	1.0242E-4
5.1058E+1	2.4863E+1	2.8111E+0	2.4169E-2	6.1328E-4	8.3278E-5	2.2112E-5	8.6582E-5
5.2862E+1	2.4862E+1	2.7252E+0	2.4147E-2	6.1497E-4	1.0309E-4	2.7492E-5	2.6447E-5
5.4729E+1	2.4863E+1	2.6267E+0	2.4325E-2	6.2866E-4	1.1484E-5	2.4762E-5	8.6886E-6
5.6662E+1	2.4864E+1	2.5464E+0	2.3672E-2	6.1128E-4	3.2906E-5	1.7137E-5	1.4979E-6
5.8663E+1	2.4866E+1	2.4580E+0	2.3959E-2	6.1673E-4	3.5763E-5	5.0354E-5	5.4472E-6
6.0735E+1	2.4867E+1	2.3820E+0	2.3743E-2	6.0816E-4	3.1078E-5	8.0604E-5	1.7836E-6
6.2881E+1	2.4867E+1	2.3006E+0	2.4107E-2	6.1298E-4	2.5813E-5	1.1221E-4	3.0411E-6
6.5102E+1	2.4868E+1	2.2188E+0	2.2925E-2	5.9015E-4	2.7380E-5	5.1911E-5	6.0854E-6
6.7401E+1	2.4869E+1	2.1494E+0	2.4913E-2	6.4341E-4	3.0945E-5	1.9565E-5	7.8123E-6
6.9782E+1	2.4869E+1	2.0781E+0	2.6315E-2	6.7913E-4	3.7935E-5	1.4326E-5	2.4315E-5
7.2247E+1	2.4870E+1	2.0073E+0	2.7120E-2	7.0040E-4	3.2811E-5	1.8300E-5	1.6616E-5
7.4799E+1	2.4870E+1	1.9404E+0	2.7086E-2	6.9972E-4	3.1069E-5	1.9119E-5	9.3664E-6
7.7441E+1	2.4871E+1	1.8767E+0	1.9472E-2	4.9926E-4	6.3981E-5	1.8105E-5	8.8305E-6
8.0176E+1	2.4871E+1	1.8133E+0	2.2225E-2	5.6967E-4	7.5600E-5	1.7724E-5	6.7003E-6
8.3008E+1	2.4872E+1	1.7526E+0	2.5541E-2	6.5217E-4	1.0089E-4	3.1481E-5	1.2071E-5
