%	Date:	2006-06-01	Time:	02:47:02
%	Sampling frequency		[Hz]:	199000
%	Generator amplitude		[V]:	0.25600
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[EU RMS]	[EU RMS]	[EU RMS]	[EU RMS]
2.0000E+1	2.4811E+1	7.0160E+0	3.5230E-2	1.0736E-3	1.8274E-5	1.8947E-4	5.4559E-6
2.0706E+1	2.4814E+1	6.7825E+0	3.5364E-2	1.0773E-3	3.4989E-5	1.8997E-4	9.1105E-6
2.1438E+1	2.4817E+1	6.5569E+0	3.6656E-2	1.1177E-3	3.4425E-5	1.9154E-4	2.7995E-6
2.2195E+1	2.4820E+1	6.3387E+0	3.9283E-2	1.2004E-3	3.5173E-5	1.8954E-4	8.5139E-7
2.2979E+1	2.4823E+1	6.1278E+0	4.4111E-2	1.3511E-3	3.7539E-5	1.9232E-4	1.0181E-6
2.3791E+1	2.4826E+1	5.9241E+0	3.9901E-2	1.2203E-3	3.8964E-5	1.8536E-4	9.9326E-6
2.4631E+1	2.4828E+1	5.7271E+0	3.5843E-2	1.0925E-3	3.9702E-5	1.8816E-4	7.1394E-6
2.5501E+1	2.4831E+1	5.5364E+0	1.9985E-2	5.8603E-4	3.6414E-5	1.9477E-4	4.4456E-6
2.6402E+1	2.4833E+1	5.3522E+0	2.3318E-2	6.9486E-4	4.3219E-5	1.9033E-4	4.7414E-6
2.7334E+1	2.4835E+1	5.1744E+0	4.3877E-2	1.3445E-3	3.4551E-5	1.8773E-4	1.5427E-6
2.8300E+1	2.4837E+1	5.0023E+0	3.1870E-2	9.6711E-4	3.8612E-5	1.8979E-4	1.3324E-5
2.9299E+1	2.4839E+1	4.8359E+0	3.4845E-2	1.0570E-3	4.3556E-5	1.8618E-4	9.6037E-5
3.0334E+1	2.4841E+1	4.6751E+0	3.5545E-2	1.0769E-3	3.9987E-5	1.9057E-4	1.1309E-4
3.1406E+1	2.4843E+1	4.5198E+0	3.4860E-2	1.0600E-3	4.2477E-5	1.9022E-4	5.0870E-5
3.2515E+1	2.4845E+1	4.3695E+0	3.4985E-2	1.0657E-3	4.1151E-5	1.8677E-4	7.9592E-6
3.3664E+1	2.4846E+1	4.2240E+0	3.4495E-2	1.0513E-3	4.3736E-5	1.8072E-4	3.6085E-6
3.4853E+1	2.4848E+1	4.0839E+0	3.4733E-2	1.0600E-3	4.4217E-5	1.7342E-4	3.7384E-6
3.6084E+1	2.4849E+1	3.9481E+0	3.4589E-2	1.0596E-3	4.3803E-5	1.4604E-4	6.3872E-6
3.7358E+1	2.4851E+1	3.8166E+0	3.5258E-2	1.0572E-3	3.6920E-5	2.6801E-4	3.9652E-6
3.8678E+1	2.4852E+1	3.6906E+0	3.5088E-2	1.0647E-3	4.0877E-5	2.1000E-4	5.3023E-6
4.0044E+1	2.4853E+1	3.5658E+0	3.4914E-2	1.0575E-3	4.1802E-5	2.1816E-4	4.3469E-6
4.1458E+1	2.4855E+1	3.4503E+0	3.4662E-2	1.0557E-3	3.7747E-5	1.8660E-4	6.8452E-6
