%	Date:	2006-06-01	Time:	03:45:44
%	Sampling frequency		[Hz]:	199000
%	Generator amplitude		[V]:	0.88600
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[EU RMS]	[EU RMS]	[EU RMS]	[EU RMS]
2.0000E+1	2.4812E+1	6.9685E+0	3.4549E-2	3.6389E-3	1.8845E-4	6.5857E-4	5.0162E-5
2.0706E+1	2.4815E+1	6.7365E+0	3.4539E-2	3.6379E-3	1.9443E-4	6.5634E-4	5.1755E-5
2.1438E+1	2.4818E+1	6.5122E+0	3.4371E-2	3.6206E-3	1.9531E-4	6.5044E-4	5.2779E-5
2.2195E+1	2.4821E+1	6.2954E+0	3.4591E-2	3.6451E-3	2.0206E-4	6.4586E-4	5.5150E-5
2.2979E+1	2.4824E+1	6.0858E+0	3.4613E-2	3.6486E-3	1.9244E-4	6.4189E-4	5.5552E-5
2.3791E+1	2.4827E+1	5.8832E+0	3.3389E-2	3.5160E-3	1.9719E-4	6.3538E-4	5.7690E-5
2.4631E+1	2.4829E+1	5.6873E+0	3.5333E-2	3.7271E-3	2.0004E-4	6.3945E-4	5.6483E-5
2.5501E+1	2.4832E+1	5.4979E+0	3.3792E-2	3.5603E-3	2.0002E-4	6.3347E-4	5.4697E-5
2.6402E+1	2.4834E+1	5.3149E+0	3.4113E-2	3.5960E-3	2.0662E-4	6.2712E-4	5.3641E-5
2.7334E+1	2.4836E+1	5.1380E+0	3.4765E-2	3.6667E-3	1.9372E-4	6.3278E-4	5.3685E-5
2.8300E+1	2.4838E+1	4.9670E+0	3.4226E-2	3.6082E-3	1.9573E-4	6.3088E-4	5.4708E-5
2.9299E+1	2.4840E+1	4.8017E+0	3.4283E-2	3.6137E-3	1.9928E-4	6.3181E-4	7.9093E-5
3.0334E+1	2.4842E+1	4.6418E+0	3.4000E-2	3.5830E-3	2.0551E-4	6.2718E-4	9.0985E-5
3.1406E+1	2.4843E+1	4.4874E+0	3.4049E-2	3.5892E-3	2.0177E-4	6.2647E-4	6.9103E-5
3.2515E+1	2.4845E+1	4.3380E+0	3.4070E-2	3.5919E-3	1.9720E-4	6.2590E-4	5.7506E-5
3.3664E+1	2.4847E+1	4.1937E+0	3.3935E-2	3.5764E-3	1.9693E-4	6.3080E-4	5.9881E-5
3.4853E+1	2.4848E+1	4.0543E+0	3.3972E-2	3.5807E-3	2.1153E-4	6.2542E-4	5.3995E-5
3.6084E+1	2.4850E+1	3.9194E+0	3.4007E-2	3.5850E-3	2.0561E-4	6.2448E-4	5.4820E-5
3.7358E+1	2.4851E+1	3.7890E+0	3.3858E-2	3.5682E-3	2.0037E-4	6.2916E-4	5.2874E-5
3.8678E+1	2.4852E+1	3.6631E+0	3.3847E-2	3.5683E-3	2.0451E-4	6.2028E-4	5.9643E-5
4.0044E+1	2.4854E+1	3.5410E+0	3.3948E-2	3.5781E-3	2.0433E-4	6.2743E-4	5.5003E-5
4.1458E+1	2.4855E+1	3.4236E+0	3.3864E-2	3.5693E-3	2.0961E-4	6.2340E-4	5.5424E-5
4.2923E+1	2.4856E+1	3.3093E+0	3.3797E-2	3.5629E-3	2.0251E-4	6.1960E-4	6.2981E-5
4.4439E+1	2.4857E+1	3.2003E+0	3.3859E-2	3.5688E-3	2.0984E-4	6.2247E-4	5.9545E-5
4.6009E+1	2.4858E+1	3.0940E+0	3.3799E-2	3.5647E-3	2.0172E-4	6.1176E-4	5.6248E-5
4.7634E+1	2.4859E+1	2.9900E+0	3.3831E-2	3.5670E-3	1.8108E-4	6.2529E-4	5.3026E-5
4.9316E+1	2.4860E+1	2.8917E+0	3.3794E-2	3.5608E-3	2.2734E-4	6.2035E-4	7.3002E-5
5.1058E+1	2.4861E+1	2.7949E+0	3.3757E-2	3.5572E-3	2.1616E-4	6.2223E-4	7.0675E-5
5.2862E+1	2.4862E+1	2.7019E+0	3.3755E-2	3.5582E-3	1.9762E-4	6.2308E-4	5.6801E-5
5.4729E+1	2.4863E+1	2.6114E+0	3.3859E-2	3.5690E-3	2.1923E-4	6.1875E-4	5.6227E-5
5.6662E+1	2.4863E+1	2.5251E+0	3.3830E-2	3.5674E-3	2.0426E-4	6.1468E-4	5.4899E-5
5.8663E+1	2.4864E+1	2.4413E+0	3.3748E-2	3.5598E-3	1.9945E-4	6.0819E-4	5.7901E-5
6.0735E+1	2.4865E+1	2.3605E+0	3.3544E-2	3.5328E-3	2.1254E-4	6.3078E-4	6.1977E-5
6.2881E+1	2.4866E+1	2.2818E+0	3.3631E-2	3.5418E-3	2.1471E-4	6.3264E-4	6.0921E-5
6.5102E+1	2.4866E+1	2.2052E+0	3.3531E-2	3.5292E-3	2.1864E-4	6.4168E-4	5.3651E-5
6.7401E+1	2.4867E+1	2.1323E+0	3.3352E-2	3.5114E-3	2.1623E-4	6.3267E-4	5.5019E-5
6.9782E+1	2.4868E+1	2.0612E+0	3.3367E-2	3.5122E-3	2.2496E-4	6.3363E-4	6.1102E-5
7.2247E+1	2.4868E+1	1.9924E+0	3.3599E-2	3.5359E-3	2.3041E-4	6.4220E-4	4.9015E-5
7.4799E+1	2.4869E+1	1.9258E+0	3.3003E-2	3.4694E-3	2.2493E-4	6.5159E-4	5.0455E-5
7.7441E+1	2.4870E+1	1.8617E+0	3.3331E-2	3.5058E-3	2.2906E-4	6.4691E-4	5.0216E-5
8.0176E+1	2.4870E+1	1.7995E+0	3.3191E-2	3.4881E-3	2.3867E-4	6.5668E-4	4.5754E-5
8.3008E+1	2.4871E+1	1.7393E+0	3.3308E-2	3.5024E-3	2.5028E-4	6.4435E-4	4.4143E-5
8.5940E+1	2.4871E+1	1.6811E+0	3.3258E-2	3.4973E-3	2.1983E-4	6.5400E-4	3.1486E-5
8.8976E+1	2.4872E+1	1.6249E+0	3.3233E-2	3.4967E-3	2.3091E-4	6.3818E-4	4.1474E-5
9.2118E+1	2.4872E+1	1.5704E+0	3.3280E-2	3.5027E-3	2.3823E-4	6.3114E-4	4.1385E-5
9.5372E+1	2.4873E+1	1.5177E+0	3.3466E-2	3.5235E-3	2.3496E-4	6.2875E-4	4.6103E-5
9.8741E+1	2.4873E+1	1.4668E+0	3.3211E-2	3.4963E-3	2.3289E-4	6.2564E-4	5.1363E-5
1.0223E+2	2.4874E+1	1.4174E+0	3.3315E-2	3.5090E-3	2.2266E-4	6.2218E-4	4.9803E-5
1.0584E+2	2.4874E+1	1.3697E+0	3.3185E-2	3.4956E-3	2.1781E-4	6.1950E-4	4.6152E-5
1.0958E+2	2.4874E+1	1.3234E+0	3.3377E-2	3.5156E-3	2.3108E-4	6.1961E-4	4.2503E-5
1.1345E+2	2.4875E+1	1.2787E+0	3.3100E-2	3.4866E-3	2.2013E-4	6.1664E-4	4.9801E-5
1.1746E+2	2.4875E+1	1.2354E+0	3.3490E-2	3.5281E-3	2.2757E-4	6.1974E-4	5.1538E-5
1.2160E+2	2.4876E+1	1.1936E+0	3.3540E-2	3.5335E-3	2.3187E-4	6.1860E-4	5.0354E-5
1.2590E+2	2.4876E+1	1.1530E+0	3.3196E-2	3.4992E-3	2.3022E-4	6.0059E-4	4.9853E-5
1.3035E+2	2.4876E+1	1.1137E+0	3.3294E-2	3.5102E-3	2.2031E-4	6.0210E-4	5.5785E-5
1.3495E+2	2.4877E+1	1.0755E+0	3.3489E-2	3.5330E-3	2.3608E-4	5.8630E-4	5.8179E-5
1.3972E+2	2.4877E+1	1.0386E+0	3.2619E-2	3.4375E-3	2.4121E-4	5.8896E-4	5.7915E-5
1.4465E+2	2.4877E+1	1.0032E+0	3.3362E-2	3.5184E-3	2.3832E-4	5.9018E-4	5.6473E-5
1.4976E+2	2.4878E+1	9.6852E-1	3.2701E-2	3.4487E-3	2.3930E-4	5.7639E-4	5.4843E-5
1.5505E+2	2.4878E+1	9.3511E-1	3.3225E-2	3.5058E-3	2.3073E-4	5.8018E-4	5.3301E-5
1.6053E+2	2.4878E+1	9.0270E-1	3.3110E-2	3.4946E-3	2.2707E-4	5.7336E-4	5.6415E-5
1.6620E+2	2.4879E+1	8.7102E-1	3.2576E-2	3.4368E-3	2.3870E-4	5.6724E-4	4.3662E-5
1.7207E+2	2.4879E+1	8.4065E-1	3.2301E-2	3.4057E-3	2.5243E-4	5.6776E-4	4.4603E-5
1.7815E+2	2.4879E+1	8.1099E-1	3.2967E-2	3.4794E-3	2.3150E-4	5.6873E-4	5.5067E-5
1.8444E+2	2.4879E+1	7.8237E-1	3.3265E-2	3.5102E-3	2.2873E-4	5.8015E-4	5.6110E-5
