%	Date:	2006-06-01	Time:	03:30:26
%	Sampling frequency		[Hz]:	199000
%	Generator amplitude		[V]:	0.072000
%	Settle time		[s]:	0.025000
%	Settle cycles:			5
%	Integration time		[s]:	0.025000
%	Integration cycles:			5
% Freq.	Amplitude	Phase	THD	HD 2	HD 3	HD 4	HD 5
% [Hz]	[dB]	[deg]	[%]	[EU RMS]	[EU RMS]	[EU RMS]	[EU RMS]
2.0000E+1	2.4811E+1	6.9733E+0	9.6169E-3	8.1472E-5	1.6459E-5	2.6259E-6	9.8069E-6
2.0706E+1	2.4815E+1	6.7406E+0	9.1962E-3	7.8226E-5	1.6673E-5	1.7915E-6	3.2791E-6
2.1438E+1	2.4818E+1	6.5164E+0	7.9801E-3	6.7266E-5	1.6886E-5	1.7280E-6	3.8888E-6
2.2195E+1	2.4821E+1	6.2999E+0	9.2148E-3	7.7982E-5	1.6730E-5	3.0193E-6	8.2089E-6
2.2979E+1	2.4824E+1	6.0894E+0	9.5536E-3	8.1231E-5	1.6349E-5	1.7923E-6	7.0918E-6
2.3791E+1	2.4826E+1	5.8870E+0	6.7231E-3	5.6527E-5	1.4009E-5	8.1867E-7	5.8955E-6
2.4631E+1	2.4829E+1	5.6915E+0	2.3854E-2	2.0691E-4	1.6619E-5	2.1865E-6	6.4090E-6
2.5501E+1	2.4831E+1	5.5017E+0	2.0820E-2	1.8003E-4	1.9655E-5	4.3441E-6	6.3810E-6
2.6402E+1	2.4834E+1	5.3188E+0	1.9927E-2	1.7280E-4	1.4275E-5	2.7590E-6	5.1839E-6
2.7334E+1	2.4836E+1	5.1410E+0	1.3050E-2	1.1233E-4	1.5588E-5	4.1576E-6	5.6900E-6
2.8300E+1	2.4838E+1	4.9701E+0	1.4487E-2	1.2477E-4	1.6609E-5	2.1482E-6	7.9213E-6
2.9299E+1	2.4840E+1	4.8047E+0	1.2197E-2	1.0233E-4	1.5866E-5	4.1061E-6	2.3248E-5
3.0334E+1	2.4841E+1	4.6459E+0	9.0157E-3	7.1406E-5	1.2151E-5	4.8147E-7	3.0356E-5
3.1406E+1	2.4843E+1	4.4910E+0	8.8006E-3	7.3879E-5	1.8621E-5	1.3036E-6	8.0912E-6
3.2515E+1	2.4845E+1	4.3412E+0	9.6938E-3	8.2744E-5	1.5771E-5	2.8097E-6	4.5189E-6
3.3664E+1	2.4847E+1	4.1972E+0	9.3773E-3	7.9559E-5	1.7451E-5	2.8022E-6	4.9318E-6
3.4853E+1	2.4848E+1	4.0576E+0	8.4853E-3	7.2363E-5	1.3395E-5	4.9021E-6	4.2961E-6
3.6084E+1	2.4849E+1	3.9226E+0	9.4121E-3	7.7482E-5	1.2784E-5	2.2273E-5	7.4306E-6
3.7358E+1	2.4851E+1	3.7927E+0	9.7942E-3	7.6710E-5	1.7740E-5	3.2077E-5	7.0276E-6
3.8678E+1	2.4852E+1	3.6675E+0	9.5150E-3	7.6998E-5	1.6413E-5	2.5125E-5	6.0914E-6
4.0044E+1	2.4854E+1	3.5452E+0	8.9164E-3	7.4679E-5	1.7616E-5	1.0915E-5	4.6197E-6
4.1458E+1	2.4854E+1	3.4301E+0	9.1263E-3	7.7295E-5	1.7730E-5	2.7384E-6	4.2399E-6
4.2923E+1	2.4856E+1	3.3171E+0	8.2800E-3	7.0747E-5	1.0790E-5	5.4321E-6	6.8034E-6
4.4439E+1	2.4856E+1	3.1988E+0	9.2699E-3	7.8675E-5	1.6929E-5	4.5687E-6	4.1732E-6
4.6009E+1	2.4857E+1	3.0915E+0	9.1413E-3	7.9065E-5	6.3088E-6	4.3421E-6	4.9540E-6
4.7634E+1	2.4859E+1	3.0026E+0	9.2006E-3	7.7882E-5	1.6765E-5	3.8770E-6	7.4831E-6
4.9316E+1	2.4858E+1	2.8974E+0	1.0588E-2	7.7615E-5	4.4114E-5	1.8015E-6	2.3097E-5
5.1058E+1	2.4860E+1	2.8066E+0	9.7587E-3	7.3098E-5	3.3244E-5	2.7781E-6	2.7762E-5
5.2862E+1	2.4862E+1	2.6952E+0	9.1297E-3	7.4874E-5	2.4748E-5	2.1242E-6	9.8624E-6
5.4729E+1	2.4864E+1	2.6144E+0	9.8484E-3	8.2417E-5	2.1983E-5	6.0481E-6	6.4246E-6
5.6662E+1	2.4864E+1	2.5199E+0	9.1211E-3	7.6940E-5	1.9360E-5	2.9003E-6	2.0039E-6
5.8663E+1	2.4863E+1	2.4484E+0	8.5334E-3	7.3308E-5	1.1273E-5	3.0560E-6	3.1006E-6
6.0735E+1	2.4864E+1	2.3581E+0	9.4374E-3	7.6865E-5	1.5783E-5	2.4273E-5	2.8315E-6
6.2881E+1	2.4865E+1	2.2826E+0	9.8938E-3	7.9099E-5	1.6095E-5	2.9560E-5	5.9599E-6
6.5102E+1	2.4867E+1	2.2107E+0	9.0525E-3	7.4986E-5	2.2019E-5	9.1117E-6	4.7611E-6
6.7401E+1	2.4866E+1	2.1339E+0	7.9858E-3	6.6935E-5	1.5763E-5	6.5397E-6	7.9881E-6
6.9782E+1	2.4867E+1	2.0615E+0	8.0513E-3	6.6675E-5	1.9675E-5	4.8948E-6	7.6493E-6
7.2247E+1	2.4868E+1	1.9952E+0	8.5761E-3	7.2523E-5	1.5874E-5	6.8026E-6	4.2718E-6
7.4799E+1	2.4869E+1	1.9280E+0	5.6391E-3	4.4628E-5	1.7341E-5	4.2841E-6	1.0065E-5
7.7441E+1	2.4870E+1	1.8629E+0	1.3224E-2	1.1193E-4	2.6710E-5	6.0161E-7	3.9230E-6
8.0176E+1	2.4870E+1	1.8007E+0	9.7066E-3	7.9729E-5	2.7692E-5	4.4111E-6	8.3654E-7
8.3008E+1	2.4871E+1	1.7406E+0	9.3644E-3	7.3612E-5	3.4846E-5	3.7420E-6	1.8277E-6
8.5940E+1	2.4871E+1	1.6821E+0	9.3335E-3	7.9886E-5	1.1118E-5	8.7690E-6	4.6712E-6
8.8976E+1	2.4872E+1	1.6272E+0	9.1302E-3	7.6068E-5	2.1505E-5	8.1104E-6	2.3795E-6
9.2118E+1	2.4872E+1	1.5725E+0	9.3791E-3	7.8314E-5	2.3154E-5	2.2767E-7	2.8214E-7
9.5372E+1	2.4873E+1	1.5188E+0	9.4799E-3	8.0496E-5	1.6571E-5	4.4868E-6	6.2246E-6
9.8741E+1	2.4873E+1	1.4688E+0	8.7518E-3	7.3671E-5	1.7866E-5	4.5312E-6	6.3145E-6
1.0223E+2	2.4873E+1	1.4186E+0	8.9084E-3	7.4392E-5	1.7455E-5	4.7469E-6	1.2489E-5
1.0584E+2	2.4874E+1	1.3717E+0	9.4945E-3	8.0603E-5	1.6284E-5	4.6324E-6	7.1187E-6
1.0958E+2	2.4874E+1	1.3249E+0	8.5303E-3	6.9069E-5	2.5724E-5	5.5423E-6	7.4083E-6
1.1345E+2	2.4875E+1	1.2802E+0	8.9785E-3	7.6066E-5	1.2620E-5	9.3903E-6	8.8540E-6
1.1746E+2	2.4875E+1	1.2378E+0	8.5000E-3	7.1808E-5	1.7787E-5	1.5225E-6	1.4852E-6
1.2160E+2	2.4876E+1	1.1940E+0	1.1451E-2	9.5803E-5	2.3018E-5	6.5244E-6	1.3810E-5
1.2590E+2	2.4876E+1	1.1562E+0	1.1419E-2	9.8514E-5	1.1457E-5	6.6589E-6	2.1035E-6
1.3035E+2	2.4876E+1	1.1160E+0	9.4156E-3	7.9793E-5	1.5750E-5	8.0972E-6	6.3776E-6
1.3495E+2	2.4877E+1	1.0778E+0	7.0625E-3	5.7652E-5	1.8669E-5	9.8106E-6	3.7098E-6
1.3972E+2	2.4877E+1	1.0426E+0	8.6541E-3	7.2411E-5	1.9635E-5	6.9675E-6	8.0646E-7
1.4465E+2	2.4877E+1	1.0012E+0	9.8466E-3	8.2184E-5	1.9822E-5	5.5261E-6	1.3187E-5
1.4976E+2	2.4878E+1	9.6848E-1	8.8858E-3	7.2049E-5	2.7949E-5	7.4523E-7	3.7822E-6
1.5505E+2	2.4877E+1	9.3664E-1	8.3270E-3	7.0704E-5	1.5819E-5	1.2588E-6	2.3572E-6
1.6053E+2	2.4878E+1	9.0380E-1	8.2302E-3	6.9328E-5	1.5734E-5	9.0114E-6	5.4120E-7
1.6620E+2	2.4879E+1	8.7300E-1	8.2992E-3	6.9571E-5	1.4580E-5	1.2537E-5	3.5223E-6
1.7207E+2	2.4879E+1	8.4081E-1	8.0167E-3	6.5273E-5	2.1750E-5	1.0110E-5	6.1353E-6
1.7815E+2	2.4879E+1	8.1480E-1	1.0420E-2	8.8348E-5	1.9871E-5	2.0415E-6	5.2361E-6
1.8444E+2	2.4880E+1	7.8214E-1	9.5781E-3	7.9242E-5	2.5085E-5	5.1063E-6	4.5888E-6
1.9095E+2	2.4880E+1	7.5653E-1	9.5089E-3	7.7318E-5	2.6618E-5	1.0069E-5	8.2765E-6
1.9770E+2	2.4880E+1	7.2991E-1	8.6007E-3	7.1509E-5	1.7965E-5	1.0226E-5	8.2482E-6
2.0468E+2	2.4880E+1	7.0196E-1	8.3655E-3	6.8851E-5	2.1243E-5	1.0415E-5	2.4729E-6
2.1191E+2	2.4880E+1	6.7693E-1	9.4871E-3	7.7304E-5	1.5525E-5	2.4279E-5	4.4217E-6
2.1940E+2	2.4881E+1	6.5123E-1	8.3401E-3	7.0669E-5	1.5270E-5	1.7380E-6	6.5593E-6
2.2715E+2	2.4881E+1	6.3204E-1	8.6853E-3	7.1659E-5	2.0517E-5	7.7123E-6	1.0227E-5
2.3517E+2	2.4881E+1	6.0458E-1	8.5242E-3	6.9914E-5	1.7244E-5	1.0820E-5	1.4431E-5
2.4348E+2	2.4881E+1	5.8231E-1	8.5724E-3	7.3338E-5	8.5795E-6	9.9640E-6	4.4399E-6
2.5208E+2	2.4881E+1	5.6056E-1	8.3375E-3	6.8959E-5	2.0755E-5	5.6244E-6	7.2858E-6
2.6098E+2	2.4881E+1	5.3934E-1	8.8242E-3	7.3706E-5	1.7741E-5	1.1844E-5	4.0437E-6
2.7020E+2	2.4882E+1	5.1666E-1	8.2251E-3	7.0855E-5	8.2301E-6	2.6201E-6	5.7825E-6
2.7974E+2	2.4882E+1	4.9862E-1	9.5183E-3	8.0377E-5	1.9291E-5	3.6938E-6	4.7156E-6
2.8962E+2	2.4882E+1	4.8024E-1	9.3094E-3	7.7796E-5	1.9922E-5	5.8331E-6	9.3751E-6
2.9985E+2	2.4882E+1	4.6164E-1	8.7763E-3	7.5337E-5	1.0901E-5	4.0385E-6	5.3031E-6
3.1045E+2	2.4883E+1	4.4295E-1	9.0837E-3	7.3715E-5	2.3587E-5	1.0310E-5	1.2692E-5
3.2141E+2	2.4883E+1	4.2494E-1	8.9781E-3	7.6809E-5	1.1355E-5	8.3904E-6	3.4305E-6
3.3276E+2	2.4883E+1	4.0730E-1	8.0096E-3	6.2142E-5	2.6618E-5	1.3980E-5	1.0031E-5
3.4452E+2	2.4883E+1	3.8894E-1	7.3532E-3	6.2608E-5	1.0069E-5	7.3706E-6	4.8714E-6
3.5669E+2	2.4883E+1	3.7342E-1	8.8956E-3	7.4170E-5	2.2020E-5	1.9310E-6	3.1109E-6
3.6928E+2	2.4883E+1	3.5645E-1	8.8375E-3	7.5331E-5	1.3700E-5	7.2685E-6	2.3749E-6
3.8233E+2	2.4884E+1	3.3985E-1	7.7931E-3	6.6197E-5	7.3732E-6	6.6667E-6	1.1130E-5
3.9583E+2	2.4884E+1	3.2485E-1	9.1914E-3	7.7318E-5	1.9494E-5	4.2177E-6	5.3895E-6
4.0981E+2	2.4884E+1	3.0967E-1	8.2394E-3	6.8548E-5	1.6948E-5	4.1336E-6	1.2022E-5
4.2429E+2	2.4884E+1	2.9373E-1	8.1335E-3	6.6701E-5	2.1827E-5	8.8983E-6	3.3877E-6
4.3928E+2	2.4884E+1	2.8044E-1	8.1594E-3	6.8240E-5	1.5165E-5	6.3979E-6	1.0975E-5
4.5479E+2	2.4884E+1	2.6556E-1	8.9954E-3	7.3284E-5	2.5488E-5	2.4985E-6	1.0469E-5
4.7086E+2	2.4884E+1	2.5178E-1	9.0721E-3	7.5966E-5	1.7723E-5	3.2795E-6	1.2031E-5
4.8749E+2	2.4885E+1	2.3726E-1	7.7650E-3	6.3845E-5	1.5863E-5	9.3591E-6	1.2534E-5
5.0471E+2	2.4884E+1	2.2431E-1	8.9256E-3	7.3718E-5	1.9715E-5	1.1017E-5	9.8266E-6
5.2254E+2	2.4885E+1	2.1078E-1	9.0127E-3	7.5484E-5	1.8078E-5	2.4722E-6	1.1321E-5
5.4099E+2	2.4885E+1	1.9666E-1	5.9775E-3	4.8185E-5	1.6996E-5	3.3898E-6	9.3604E-6
5.6010E+2	2.4885E+1	1.8396E-1	7.2669E-3	6.0751E-5	1.7054E-5	2.9275E-6	3.6905E-6
5.7988E+2	2.4885E+1	1.7276E-1	6.3653E-3	5.3173E-5	1.4096E-5	6.4517E-6	2.0629E-6
6.0037E+2	2.4885E+1	1.5975E-1	7.0933E-3	5.9051E-5	1.7118E-5	5.3740E-6	2.4146E-6
6.2157E+2	2.4885E+1	1.4637E-1	8.0716E-3	6.8553E-5	1.4502E-5	5.0344E-6	1.9944E-6
6.4353E+2	2.4885E+1	1.3445E-1	7.0324E-3	5.7866E-5	1.6650E-5	4.9028E-6	1.0018E-5
6.6626E+2	2.4886E+1	1.2249E-1	8.0822E-3	6.7820E-5	1.7527E-5	1.1788E-6	6.6647E-6
6.8979E+2	2.4886E+1	1.1105E-1	6.8928E-3	5.3787E-5	2.1633E-5	1.2278E-5	9.5984E-6
7.1416E+2	2.4886E+1	9.9328E-2	6.5981E-3	5.4194E-5	1.6928E-5	6.6786E-6	5.7378E-6
7.3938E+2	2.4886E+1	8.6785E-2	7.1717E-3	5.9607E-5	1.3693E-5	6.3235E-6	1.0937E-5
7.6550E+2	2.4886E+1	7.4559E-2	6.9085E-3	5.4569E-5	2.4525E-5	5.3002E-6	3.4700E-6
7.9254E+2	2.4886E+1	6.3282E-2	7.0351E-3	5.7912E-5	1.6577E-5	2.3841E-6	1.0898E-5
8.2053E+2	2.4886E+1	5.0608E-2	6.9828E-3	5.8063E-5	1.5940E-5	6.1759E-6	5.7918E-6
8.4951E+2	2.4886E+1	4.0209E-2	7.4705E-3	6.2131E-5	1.4323E-5	1.4518E-6	1.2827E-5
8.7952E+2	2.4886E+1	2.7349E-2	7.8668E-3	6.2859E-5	2.4892E-5	7.1179E-6	8.4795E-6
9.1059E+2	2.4886E+1	1.6896E-2	6.9871E-3	5.6749E-5	1.5840E-5	5.5084E-6	1.4180E-5
9.4275E+2	2.4887E+1	5.1273E-3	6.5582E-3	5.4081E-5	1.6242E-5	9.9004E-7	8.4758E-6
9.7605E+2	2.4887E+1	-6.8228E-3	6.4885E-3	5.1907E-5	2.0211E-5	4.1068E-6	8.5507E-6
1.0105E+3	2.4887E+1	-1.9446E-2	7.3331E-3	5.9550E-5	2.1400E-5	6.3471E-6	5.7604E-6
1.0462E+3	2.4887E+1	-3.0779E-2	6.1702E-3	5.0480E-5	1.4447E-5	6.6075E-6	9.3078E-6
1.0832E+3	2.4887E+1	-4.3085E-2	7.4107E-3	6.1121E-5	1.9678E-5	5.4786E-6	3.3080E-6
1.1214E+3	2.4887E+1	-5.5212E-2	6.4900E-3	4.9821E-5	2.3908E-5	7.9020E-6	8.8810E-6
1.1610E+3	2.4887E+1	-6.6071E-2	7.2744E-3	5.8659E-5	2.3352E-5	4.0314E-6	3.1855E-6
1.2021E+3	2.4887E+1	-7.8894E-2	6.5771E-3	5.3193E-5	1.4157E-5	2.6208E-6	1.5634E-5
1.2445E+3	2.4887E+1	-9.1279E-2	7.9721E-3	6.3997E-5	2.4029E-5	4.9731E-6	1.1052E-5
1.2885E+3	2.4887E+1	-1.0331E-1	7.2676E-3	6.1073E-5	9.9889E-6	1.2017E-5	5.5340E-6
1.3340E+3	2.4887E+1	-1.1653E-1	7.7181E-3	6.2540E-5	1.4194E-5	8.9320E-6	1.8057E-5
1.3811E+3	2.4887E+1	-1.2834E-1	7.9033E-3	6.5312E-5	1.8512E-5	8.7135E-6	7.2052E-6
1.4299E+3	2.4887E+1	-1.4138E-1	6.7401E-3	5.6902E-5	8.9346E-6	2.7748E-6	1.0916E-5
1.4804E+3	2.4887E+1	-1.5504E-1	6.4530E-3	5.3053E-5	1.2636E-5	9.9415E-6	9.2056E-6
1.5327E+3	2.4887E+1	-1.6683E-1	6.5371E-3	5.4663E-5	1.3752E-5	3.8203E-6	6.9577E-6
1.5868E+3	2.4887E+1	-1.8084E-1	6.1155E-3	5.0443E-5	1.3855E-5	1.3860E-6	9.8847E-6
1.6429E+3	2.4888E+1	-1.9485E-1	6.3729E-3	5.1156E-5	1.8884E-5	5.6510E-6	8.6422E-6
1.7009E+3	2.4888E+1	-2.0858E-1	6.5298E-3	5.4936E-5	9.4488E-6	4.9516E-6	1.0064E-5
1.7610E+3	2.4887E+1	-2.2207E-1	7.0351E-3	5.9649E-5	1.3675E-5	2.4777E-6	9.3154E-7
1.8232E+3	2.4888E+1	-2.3750E-1	6.6696E-3	5.3102E-5	1.9192E-5	1.4758E-6	1.3559E-5
1.8876E+3	2.4888E+1	-2.5232E-1	7.1598E-3	5.5950E-5	2.6836E-5	1.7868E-6	5.8296E-6
1.9542E+3	2.4888E+1	-2.6788E-1	5.6887E-3	4.7898E-5	9.1627E-6	6.4253E-6	5.8508E-6
2.0233E+3	2.4888E+1	-2.8262E-1	5.9945E-3	4.8426E-5	1.6825E-5	1.7894E-6	9.6843E-6
2.0947E+3	2.4888E+1	-2.9807E-1	6.0179E-3	5.0388E-5	8.2980E-6	3.3265E-6	1.1289E-5
2.1687E+3	2.4888E+1	-3.1450E-1	6.2064E-3	5.0355E-5	1.5598E-5	8.5661E-6	8.3045E-6
2.2453E+3	2.4888E+1	-3.3164E-1	5.6410E-3	4.3921E-5	1.9721E-5	8.8530E-6	4.1455E-6
2.3246E+3	2.4888E+1	-3.4790E-1	6.3106E-3	5.1957E-5	1.4071E-5	9.5236E-6	5.6207E-6
2.4068E+3	2.4888E+1	-3.6551E-1	6.5538E-3	5.2902E-5	1.8990E-5	5.1708E-6	8.4457E-6
2.4918E+3	2.4888E+1	-3.8426E-1	6.3493E-3	5.1268E-5	1.7117E-5	3.0294E-6	1.1263E-5
2.5798E+3	2.4888E+1	-4.0122E-1	5.9521E-3	4.5252E-5	2.2180E-5	1.1407E-5	4.1997E-6
2.6709E+3	2.4888E+1	-4.1993E-1	7.3144E-3	6.1751E-5	8.8314E-6	1.9691E-6	1.2713E-5
2.7652E+3	2.4888E+1	-4.3945E-1	7.5835E-3	5.4497E-5	3.5045E-5	7.5225E-6	1.0429E-5
2.8629E+3	2.4888E+1	-4.5905E-1	6.4934E-3	5.4207E-5	1.4713E-5	3.7119E-6	5.3166E-6
2.9640E+3	2.4888E+1	-4.8012E-1	5.8971E-3	4.7208E-5	1.8767E-5	5.5888E-6	5.0190E-6
3.0687E+3	2.4888E+1	-5.0015E-1	5.7318E-3	4.5201E-5	1.7451E-5	4.5633E-6	1.1117E-5
3.1771E+3	2.4888E+1	-5.2229E-1	7.5139E-3	6.3089E-5	1.5984E-5	5.3172E-6	4.0609E-6
3.2894E+3	2.4888E+1	-5.4506E-1	5.9296E-3	4.8032E-5	1.1527E-5	1.3668E-5	6.3182E-6
3.4055E+3	2.4888E+1	-5.6734E-1	7.7722E-3	6.1910E-5	2.2216E-5	9.3460E-6	1.2960E-5
3.5258E+3	2.4888E+1	-5.9004E-1	5.5447E-3	4.5462E-5	1.3946E-5	9.8910E-7	8.3111E-6
3.6504E+3	2.4888E+1	-6.1544E-1	6.1777E-3	4.7873E-5	2.3088E-5	6.0295E-6	5.7722E-6
3.7793E+3	2.4887E+1	-6.3869E-1	6.8991E-3	5.5863E-5	1.9131E-5	3.4991E-6	1.0522E-5
3.9128E+3	2.4887E+1	-6.6522E-1	6.2173E-3	5.2404E-5	1.2098E-5	4.9558E-6	3.6741E-6
4.0510E+3	2.4887E+1	-6.9182E-1	6.6861E-3	5.4564E-5	1.4746E-5	1.2747E-5	5.7455E-6
4.1941E+3	2.4887E+1	-7.1832E-1	6.6122E-3	5.1469E-5	2.1913E-5	9.0411E-6	1.0269E-5
4.3422E+3	2.4887E+1	-7.4589E-1	6.4013E-3	5.0555E-5	1.9726E-5	6.2308E-6	1.1151E-5
4.4956E+3	2.4887E+1	-7.7547E-1	6.3474E-3	4.9898E-5	1.9862E-5	7.9378E-6	1.0427E-5
4.6544E+3	2.4887E+1	-8.0487E-1	5.8431E-3	4.2167E-5	2.6191E-5	9.3529E-6	6.2365E-6
